,batch_size,img_size,num_epochs,learning_rate,epochs,train_losses,test_losses,train_accuracies,test_accuracies
0,1,128,25,0.0001,1,1.6656952796382238,1.670664147114804,tensor(39.4872),tensor(38.5185)
1,1,128,25,0.0001,2,1.3706344933830632,1.4138920411795266,tensor(52.3932),tensor(48.8889)
2,1,128,25,0.0001,3,1.1191390201109546,1.2791260180712396,tensor(60.8547),tensor(56.2963)
3,1,128,25,0.0001,4,0.7591167554707704,0.9072398367326843,tensor(73.3333),tensor(67.0370)
4,1,128,25,0.0001,5,0.5760318678077374,0.7792606160895148,tensor(79.6581),tensor(68.8889)
5,1,128,25,0.0001,6,0.405076459566403,0.695145977752624,tensor(85.3846),tensor(75.9259)
6,1,128,25,0.0001,7,0.3893488035350604,0.6779789900930293,tensor(87.0085),tensor(77.0370)
7,1,128,25,0.0001,8,0.17925339086149764,0.40661317184733836,tensor(94.6154),tensor(84.0741)
8,1,128,25,0.0001,9,0.12244500715098726,0.4505781675034185,tensor(96.4957),tensor(82.5926)
9,1,128,25,0.0001,10,0.1316680997011847,0.580744968103565,tensor(96.4103),tensor(78.5185)
10,1,128,25,0.0001,11,0.09302094581403696,0.4600209307804203,tensor(97.2650),tensor(84.4444)
11,1,128,25,0.0001,12,0.09098924757030984,0.5022301820861722,tensor(97.3504),tensor(83.3333)
12,1,128,25,0.0001,13,0.028446867103536624,0.47300831876616767,tensor(99.6581),tensor(84.4444)
13,1,128,25,0.0001,14,0.06201713297959376,0.4514068682062797,tensor(99.0598),tensor(82.5926)
14,1,128,25,0.0001,15,0.04445265054683801,0.5024689347324219,tensor(98.9744),tensor(84.4444)
15,1,128,25,0.0001,16,0.10901208302143807,0.6129883872272871,tensor(96.0684),tensor(80.3704)
16,1,128,25,0.0001,17,0.06033631774020084,0.7675043615497864,tensor(97.6923),tensor(81.4815)
17,1,128,25,0.0001,18,0.02871049813888375,0.4762016280549162,tensor(98.9744),tensor(86.2963)
18,1,128,25,0.0001,19,0.011573775744061016,0.5185063206085384,tensor(99.8291),tensor(85.1852)
19,1,128,25,0.0001,20,0.010112483423042338,0.6679977233937079,tensor(99.9145),tensor(85.5556)
20,1,128,25,0.0001,21,0.03280731628653112,0.4978480630651001,tensor(99.0598),tensor(85.5556)
21,1,128,25,0.0001,22,0.05275192666359446,0.6835001890656166,tensor(98.3761),tensor(83.3333)
22,1,128,25,0.0001,23,0.006523502319062736,0.5654891807914038,tensor(99.9145),tensor(85.9259)
23,1,128,25,0.0001,24,0.0006890492976497349,0.5730766547882072,tensor(100.),tensor(85.5556)
24,1,128,25,0.0001,25,0.00031098203829630743,0.5910414340642511,tensor(100.),tensor(86.6667)
