,batch_size,img_size,num_epochs,learning_rate,epochs,train_losses,test_losses,train_accuracies,test_accuracies
0,1,128,25,0.0001,1,1.4948928789216747,1.50887116808994,tensor(45.2137),tensor(44.8148)
1,1,128,25,0.0001,2,1.0476998044526613,1.1223869956522368,tensor(63.5043),tensor(58.5185)
2,1,128,25,0.0001,3,0.7616064581279267,0.9410276014872475,tensor(73.5043),tensor(66.2963)
3,1,128,25,0.0001,4,0.6030026917274973,0.8225281416984551,tensor(80.4274),tensor(70.7407)
4,1,128,25,0.0001,5,0.5112698704701045,0.8212751343547601,tensor(82.1367),tensor(72.9630)
5,1,128,25,0.0001,6,0.38183283263576945,0.7192702276794054,tensor(87.3504),tensor(74.4444)
6,1,128,25,0.0001,7,0.3721707022260475,0.8204646159832814,tensor(85.8120),tensor(71.8519)
7,1,128,25,0.0001,8,0.1735357079168612,0.6017843442458785,tensor(96.0684),tensor(80.)
8,1,128,25,0.0001,9,0.16102161181268707,0.724789918556287,tensor(94.7863),tensor(78.5185)
9,1,128,25,0.0001,10,0.11436697605591752,0.6172206836185757,tensor(97.0940),tensor(80.)
10,1,128,25,0.0001,11,0.11101502852543203,0.7124604328227299,tensor(96.4103),tensor(77.4074)
11,1,128,25,0.0001,12,0.10968832196719543,0.7314693429468602,tensor(96.4103),tensor(77.7778)
12,1,128,25,0.0001,13,0.0624500780337534,0.7128432082284085,tensor(98.1197),tensor(81.1111)
13,1,128,25,0.0001,14,0.0896901153232198,0.9466888833790437,tensor(96.6667),tensor(79.2593)
14,1,128,25,0.0001,15,0.03938752241083013,0.6445353619423434,tensor(98.9744),tensor(82.2222)
15,1,128,25,0.0001,16,0.15651409816694134,0.9235541914084501,tensor(94.7863),tensor(77.4074)
16,1,128,25,0.0001,17,0.004446110116152964,0.6516517678840968,tensor(100.),tensor(81.1111)
17,1,128,25,0.0001,18,0.058398308104859964,0.8265607133177088,tensor(97.7778),tensor(80.7407)
18,1,128,25,0.0001,19,0.005071566890150197,0.7403886986460465,tensor(100.),tensor(83.3333)
19,1,128,25,0.0001,20,0.032450164822044,0.680230580398081,tensor(98.9744),tensor(81.4815)
20,1,128,25,0.0001,21,0.01280857376077581,0.6777096735231276,tensor(99.5726),tensor(82.9630)
21,1,128,25,0.0001,22,0.03957202748879729,0.8635088164214719,tensor(98.7179),tensor(81.4815)
22,1,128,25,0.0001,23,0.006181014676025793,0.8360343857744602,tensor(100.),tensor(81.8519)
23,1,128,25,0.0001,24,0.0005590121049338338,0.7126665183292477,tensor(100.),tensor(83.7037)
24,1,128,25,0.0001,25,0.000325329164210695,0.7382160938235248,tensor(100.),tensor(82.9630)
