,batch_size,img_size,num_epochs,learning_rate,epochs,train_losses,test_losses,train_accuracies,test_accuracies
0,1,128,25,0.0001,1,2.302496843256502,2.303148716467398,tensor(10.1709),tensor(10.3704)
1,1,128,25,0.0001,2,1.8132135509366314,1.810284983244586,tensor(31.7094),tensor(32.2222)
2,1,128,25,0.0001,3,1.3991321566694044,1.397986101670336,tensor(51.3675),tensor(50.3704)
3,1,128,25,0.0001,4,1.0449376158646595,1.0618058923468094,tensor(59.4872),tensor(59.2593)
4,1,128,25,0.0001,5,0.7959737320244362,0.8507470210336868,tensor(68.9744),tensor(67.7778)
5,1,128,25,0.0001,6,0.5694519295111361,0.608361882733645,tensor(77.3504),tensor(77.0370)
6,1,128,25,0.0001,7,0.672659468934333,0.7839289289040398,tensor(72.7350),tensor(69.6296)
7,1,128,25,0.0001,8,0.42135783613587746,0.5075646563618513,tensor(85.0427),tensor(83.3333)
8,1,128,25,0.0001,9,0.313194913961324,0.4870040573621298,tensor(89.1453),tensor(82.5926)
9,1,128,25,0.0001,10,0.27432411864703066,0.42157563773713447,tensor(89.2308),tensor(84.0741)
10,1,128,25,0.0001,11,0.3317384594924909,0.4992568827872442,tensor(87.1795),tensor(82.5926)
11,1,128,25,0.0001,12,0.27147326276499784,0.44496905030239875,tensor(90.0855),tensor(82.9630)
12,1,128,25,0.0001,13,0.19080696235838845,0.41741481007012854,tensor(92.8205),tensor(84.8148)
13,1,128,25,0.0001,14,0.09672545240962904,0.27562877289974125,tensor(97.4359),tensor(90.)
14,1,128,25,0.0001,15,0.5610873524000045,0.7591917941025462,tensor(82.3077),tensor(80.7407)
15,1,128,25,0.0001,16,0.13137293686587775,0.3808003574170287,tensor(94.4444),tensor(87.4074)
16,1,128,25,0.0001,17,0.1257118871758019,0.5516887157371905,tensor(96.0684),tensor(85.1852)
17,1,128,25,0.0001,18,0.09720115651320785,0.334519641908428,tensor(96.6667),tensor(87.4074)
18,1,128,25,0.0001,19,0.049214928339294806,0.36950008066789547,tensor(98.7179),tensor(87.4074)
19,1,128,25,0.0001,20,0.03634794563597069,0.27453447537093983,tensor(99.4017),tensor(91.1111)
20,1,128,25,0.0001,21,0.154270910159487,0.5524695850834287,tensor(93.5897),tensor(85.1852)
21,1,128,25,0.0001,22,0.014314334797454207,0.2975099458472834,tensor(99.9145),tensor(90.7407)
22,1,128,25,0.0001,23,0.07161968406163068,0.3856991462720376,tensor(97.5214),tensor(87.4074)
23,1,128,25,0.0001,24,0.05722075751949016,0.24435644618419167,tensor(98.0342),tensor(92.9630)
24,1,128,25,0.0001,25,0.02123253258812111,0.27339206621538,tensor(99.4017),tensor(90.7407)
