,batch_size,img_size,num_epochs,learning_rate,epochs,train_losses,test_losses,train_accuracies,test_accuracies
0,1,128,10,0.0001,1,1.6754753936036977,1.6704225263716783,tensor(32.9915),tensor(31.1111)
1,1,128,10,0.0001,2,1.1788783572225783,1.2585775402566182,tensor(58.9744),tensor(55.1852)
2,1,128,10,0.0001,3,0.7326828909208896,0.8617469266990218,tensor(73.4188),tensor(69.2593)
3,1,128,10,0.0001,4,0.5488041945600015,0.7453893991283992,tensor(81.0256),tensor(72.2222)
4,1,128,10,0.0001,5,0.26787681751761183,0.5068042634780727,tensor(92.4786),tensor(81.1111)
5,1,128,10,0.0001,6,0.22392222319563518,0.5368026548774836,tensor(92.9060),tensor(82.5926)
6,1,128,10,0.0001,7,0.18971618282803487,0.49490077502377255,tensor(92.8205),tensor(82.9630)
7,1,128,10,0.0001,8,0.19138153488353898,0.5650777992630668,tensor(93.2479),tensor(82.2222)
8,1,128,10,0.0001,9,0.16074388131979356,0.5014680382064731,tensor(93.6752),tensor(82.2222)
9,1,128,10,0.0001,10,0.09509211943815797,0.5127495351261457,tensor(97.2650),tensor(84.0741)
