,batch_size,img_size,num_epochs,learning_rate,epochs,train_losses,test_losses,train_accuracies,test_accuracies
0,5,128,5,0.0001,1,0.3245012474365723,0.3426826587429753,tensor(47.2650),tensor(41.4815)
1,5,128,5,0.0001,2,0.24413870570496615,0.2813729367874287,tensor(57.8632),tensor(50.)
2,5,128,5,0.0001,3,0.18165973185474038,0.23905172612931994,tensor(67.2650),tensor(55.5556)
3,5,128,5,0.0001,4,0.13805792002469047,0.21347152999153843,tensor(77.1795),tensor(60.7407)
4,5,128,5,0.0001,5,0.1078468455097232,0.2014869629508919,tensor(80.7692),tensor(64.8148)
