,batch_size,img_size,num_epochs,learning_rate,epochs,train_losses,test_losses,train_accuracies,test_accuracies
0,1,128,50,0.0001,1,1.8960368777389944,1.8763903385179153,tensor(30.3419),tensor(30.)
1,1,128,50,0.0001,2,1.6570801404698905,1.6397978811433656,tensor(37.6068),tensor(36.2963)
2,1,128,50,0.0001,3,1.3069895811735353,1.333596854962503,tensor(53.2479),tensor(50.7407)
3,1,128,50,0.0001,4,1.0272851744186011,1.1431249224834483,tensor(61.8803),tensor(56.6667)
4,1,128,50,0.0001,5,0.7966846849536541,0.9709792812111084,tensor(70.0855),tensor(64.8148)
5,1,128,50,0.0001,6,0.7204368994762271,0.9558623172407208,tensor(72.4786),tensor(64.8148)
6,1,128,50,0.0001,7,0.5909071099405939,0.9725871728838894,tensor(77.7778),tensor(67.4074)
7,1,128,50,0.0001,8,0.5026424266012371,0.9000039532155557,tensor(81.2821),tensor(72.9630)
8,1,128,50,0.0001,9,0.34204538887583497,0.8082361088741782,tensor(86.8376),tensor(72.5926)
9,1,128,50,0.0001,10,0.25158142829104263,0.6922601567760308,tensor(90.7692),tensor(75.5556)
10,1,128,50,0.0001,11,0.24925028713323452,0.6909139131324251,tensor(90.5983),tensor(75.9259)
11,1,128,50,0.0001,12,0.20796282286519857,0.7475485976817245,tensor(94.1880),tensor(77.0370)
12,1,128,50,0.0001,13,0.10959206119212356,0.6793600724204671,tensor(96.5812),tensor(80.7407)
13,1,128,50,0.0001,14,0.15837192131628272,0.8493254076217098,tensor(93.7607),tensor(75.5556)
14,1,128,50,0.0001,15,0.10045650406259289,0.834781604817002,tensor(96.4103),tensor(78.8889)
15,1,128,50,0.0001,16,0.10769297386638466,0.7474290466947429,tensor(96.3248),tensor(80.7407)
16,1,128,50,0.0001,17,0.04651290539331329,0.695254843302551,tensor(98.2051),tensor(81.4815)
17,1,128,50,0.0001,18,0.10716016310021911,0.9172349886740827,tensor(96.3248),tensor(77.7778)
18,1,128,50,0.0001,19,0.05918568693407599,0.943171559153645,tensor(97.7778),tensor(80.)
19,1,128,50,0.0001,20,0.10394709982062961,0.7321568865332239,tensor(97.2650),tensor(79.6296)
20,1,128,50,0.0001,21,0.017875527435367893,0.7112475842801065,tensor(99.2308),tensor(84.8148)
21,1,128,50,0.0001,22,0.022093865891389522,0.7003195293750556,tensor(99.4872),tensor(80.)
22,1,128,50,0.0001,23,0.007218880500631347,0.6108538318749185,tensor(99.8291),tensor(87.7778)
23,1,128,50,0.0001,24,0.025595584314804676,0.7243072634514609,tensor(99.4872),tensor(81.8519)
24,1,128,50,0.0001,25,0.002086220622314916,0.6825979175073071,tensor(99.9145),tensor(84.0741)
25,1,128,50,0.0001,26,0.1987686617217994,1.1106706167701998,tensor(94.7009),tensor(78.5185)
26,1,128,50,0.0001,27,0.03958147514973659,0.7211373252754394,tensor(98.8889),tensor(81.1111)
27,1,128,50,0.0001,28,0.0014630270585738782,0.713290483365518,tensor(100.),tensor(85.5556)
28,1,128,50,0.0001,29,0.0003040251039748028,0.702220849013897,tensor(100.),tensor(86.6667)
29,1,128,50,0.0001,30,0.000121302518660219,0.7414945290764976,tensor(100.),tensor(86.6667)
30,1,128,50,0.0001,31,6.605425565190554e-05,0.7668186514344905,tensor(100.),tensor(86.6667)
31,1,128,50,0.0001,32,2.672389278217953e-05,0.8176689716650394,tensor(100.),tensor(85.9259)
32,1,128,50,0.0001,33,1.4425970079778196e-05,0.8557650722224522,tensor(100.),tensor(86.2963)
33,1,128,50,0.0001,34,3.724631365379533e-05,0.9467185100210155,tensor(100.),tensor(86.2963)
34,1,128,50,0.0001,35,0.013481679419122457,0.6661319764833157,tensor(99.4017),tensor(84.4444)
35,1,128,50,0.0001,36,0.004343766715328809,0.7600055151267555,tensor(99.8291),tensor(86.2963)
36,1,128,50,0.0001,37,0.016305662301977025,0.7594418500882985,tensor(99.3162),tensor(82.9630)
37,1,128,50,0.0001,38,0.0035371224781734823,0.5708951855640755,tensor(99.9145),tensor(87.4074)
38,1,128,50,0.0001,39,0.009728941809068761,0.6307797709571997,tensor(99.6581),tensor(86.2963)
39,1,128,50,0.0001,40,0.0034468557465804866,0.6015695969668984,tensor(99.9145),tensor(87.0370)
40,1,128,50,0.0001,41,0.013542093167775224,0.7296063800242254,tensor(99.7436),tensor(86.2963)
41,1,128,50,0.0001,42,0.036156121988956874,0.7372595612686373,tensor(98.9744),tensor(86.2963)
42,1,128,50,0.0001,43,0.00044759568356881756,0.6073092300936884,tensor(100.),tensor(87.4074)
43,1,128,50,0.0001,44,0.00010517550501497731,0.654870641571349,tensor(100.),tensor(87.4074)
44,1,128,50,0.0001,45,4.4593615631114736e-05,0.6912721510125031,tensor(100.),tensor(88.1481)
45,1,128,50,0.0001,46,2.298325384320521e-05,0.7236715136229513,tensor(100.),tensor(88.8889)
46,1,128,50,0.0001,47,1.1727956266613215e-05,0.7510501827152264,tensor(100.),tensor(88.8889)
47,1,128,50,0.0001,48,5.759321610894569e-06,0.7887875577800773,tensor(100.),tensor(89.2593)
48,1,128,50,0.0001,49,3.366608035311932e-06,0.8348739674796034,tensor(100.),tensor(89.2593)
49,1,128,50,0.0001,50,1.5754824456380487e-06,0.858552204346294,tensor(100.),tensor(88.8889)
